Atomic #,Element,# Neutrons of Most Stable Isotope,# Neutrons of This Isotope,Difference in Neutrons,Half-Life (s),Half-Life - Distance from Mean (s),Half-Life - Proportion of Mean,Half-Life - Orders of Magnitude Above/Below Mean
23,Vanadium (V),28,33,5,0.216,-2.223288e+23,9.71534052268532e-25,-24.013
23,Vanadium (V),28,34,6,0.35,-2.223288e+23,1.5742449921017878e-24,-23.803
23,Vanadium (V),28,35,7,0.191,-2.223288e+23,8.590879814041185e-25,-24.066
23,Vanadium (V),28,36,8,0.075,-2.223288e+23,3.3733821259324023e-25,-24.472
23,Vanadium (V),28,37,9,0.122,-2.223288e+23,5.487368258183375e-25,-24.261
23,Vanadium (V),28,38,10,0.047,-2.223288e+23,2.1139861322509724e-25,-24.675
23,Vanadium (V),28,39,11,0.034,-2.223288e+23,1.5292665637560226e-25,-24.816
23,Vanadium (V),28,40,12,0.017,-2.223288e+23,7.646332818780113e-26,-25.117
23,Vanadium (V),28,41,13,0.01,-2.223288e+23,4.497842834576537e-26,-25.347
23,Vanadium (V),28,42,14,0.01,-2.223288e+23,4.497842834576537e-26,-25.347
24,Chromium (Cr),28,18,-10,0.014,-4037.5314300000005,3.467453244235074e-06,-5.46
24,Chromium (Cr),28,19,-9,0.022,-4037.5234300000006,5.448855098083688e-06,-5.264
24,Chromium (Cr),28,20,-8,0.054,-4037.4914300000005,1.3374462513478144e-05,-4.874
24,Chromium (Cr),28,21,-7,0.05,-4037.4954300000004,1.2383761586553838e-05,-4.907
24,Chromium (Cr),28,22,-6,0.26,-4037.2854300000004,6.439556025007995e-05,-4.191
24,Chromium (Cr),28,23,-5,0.5,-4037.0454300000006,0.00012383761586553838,-3.907
24,Chromium (Cr),28,24,-4,77616.0,73578.45457,19.22356078603925,1.284
24,Chromium (Cr),28,25,-3,2538.0,-1499.5454300000006,0.6285997381334727,-0.202
24,Chromium (Cr),28,31,3,209.82,-3827.7254300000004,0.05196721712181452,-1.284
24,Chromium (Cr),28,32,4,356.4,-3681.1454300000005,0.08827145258895575,-1.054
24,Chromium (Cr),28,33,5,21.1,-4016.4454300000007,0.00522594738952572,-2.282
24,Chromium (Cr),28,34,6,7.0,-4030.5454300000006,0.001733726622117537,-2.761
24,Chromium (Cr),28,35,7,0.46,-4037.0854300000005,0.0001139306065962953,-3.943
24,Chromium (Cr),28,36,8,0.56,-4036.9854300000006,0.000138698129769403,-3.858
24,Chromium (Cr),28,37,9,0.261,-4037.2844300000006,6.464323548181104e-05,-4.189
24,Chromium (Cr),28,38,10,0.199,-4037.3464300000005,4.9287371114484274e-05,-4.307
24,Chromium (Cr),28,39,11,0.129,-4037.4164300000007,3.19501048933089e-05,-4.496
24,Chromium (Cr),28,40,12,0.043,-4037.5024300000005,1.0650034964436299e-05,-4.973
24,Chromium (Cr),28,41,13,0.027,-4037.5184300000005,6.687231256739072e-06,-5.175
24,Chromium (Cr),28,42,14,0.01,-4037.5354300000004,2.4767523173107674e-06,-5.606
25,Manganese (Mn),30,21,-9,0.037,-5571360000581.057,6.64110737703916e-15,-14.178
25,Manganese (Mn),30,22,-8,0.1,-5571360000580.994,1.7948938856862596e-14,-13.746
25,Manganese (Mn),30,23,-7,0.158,-5571360000580.936,2.83593233938429e-14,-13.547
25,Manganese (Mn),30,24,-6,0.382,-5571360000580.712,6.856494643321511e-14,-13.164
25,Manganese (Mn),30,25,-5,0.283,-5571360000580.811,5.079549696492114e-14,-13.294
25,Manganese (Mn),30,26,-4,2772.0,-5571359997809.094,4.975445851122311e-10,-9.303
25,Manganese (Mn),30,28,-2,116998560000000.0,111427199999418.9,20.999999997809695,1.322
25,Manganese (Mn),30,31,1,9284.04,-5571359991297.054,1.6663866630466661e-09,-8.778
25,Manganese (Mn),30,32,2,85.4,-5571360000495.693,1.5328393783760658e-11,-10.815
25,Manganese (Mn),30,33,3,3.0,-5571360000578.094,5.384681657058778e-13,-12.269
25,Manganese (Mn),30,34,4,4.59,-5571360000576.504,8.23856293529993e-13,-12.084
25,Manganese (Mn),30,35,5,51.0,-5571360000530.094,9.153958816999923e-12,-11.038
25,Manganese (Mn),30,36,6,0.67,-5571360000580.424,1.2025789034097938e-13,-12.92
25,Manganese (Mn),30,37,7,0.671,-5571360000580.423,1.2043737972954802e-13,-12.919
25,Manganese (Mn),30,38,8,0.275,-5571360000580.818,4.9359581856372136e-14,-13.307
25,Manganese (Mn),30,39,9,0.089,-5571360000581.005,1.597455558260771e-14,-13.797
25,Manganese (Mn),30,40,10,0.092,-5571360000581.002,1.6513023748313586e-14,-13.782
25,Manganese (Mn),30,41,11,0.064,-5571360000581.029,1.1487320868392061e-14,-13.94
25,Manganese (Mn),30,42,12,0.045,-5571360000581.049,8.077022485588168e-15,-14.093
25,Manganese (Mn),30,43,13,0.028,-5571360000581.065,5.025702879921526e-15,-14.299
25,Manganese (Mn),30,44,14,0.014,-5571360000581.08,2.512851439960763e-15,-14.6
26,Iron (Fe),30,19,-11,0.002,-3919478397370.027,5.102719793894005e-16,-15.292
26,Iron (Fe),30,20,-10,0.009,-3919478397370.02,2.296223907252302e-15,-14.639
26,Iron (Fe),30,21,-9,0.022,-3919478397370.007,5.612991773283406e-15,-14.251
26,Iron (Fe),30,22,-8,0.044,-3919478397369.985,1.1225983546566811e-14,-13.95
26,Iron (Fe),30,23,-7,0.07,-3919478397369.959,1.785951927862902e-14,-13.748
26,Iron (Fe),30,24,-6,0.155,-3919478397369.874,3.954607840267854e-14,-13.403
26,Iron (Fe),30,25,-5,0.305,-3919478397369.7236,7.781647685688358e-14,-13.109
26,Iron (Fe),30,26,-4,29790.0,-3919478367580.029,7.600501133005121e-09,-8.119
26,Iron (Fe),30,27,-3,510.6,-3919478396859.4287,1.3027243633811397e-10,-9.885
26,Iron (Fe),30,29,-1,86314032.0,-3919392083338.029,2.202181597886003e-05,-4.657
26,Iron (Fe),30,34,4,82308960000000.0,78389481602629.97,20.999977970341497,1.322
26,Iron (Fe),30,35,5,358.8,-3919478397011.229,9.154279310245846e-11,-10.038
26,Iron (Fe),30,36,6,68.0,-3919478397302.029,1.734924729923962e-11,-10.761
26,Iron (Fe),30,37,7,6.1,-3919478397363.9287,1.5563295371376715e-12,-11.808
26,Iron (Fe),30,38,8,2.0,-3919478397368.029,5.102719793894005e-13,-12.292
26,Iron (Fe),30,39,9,1.3,-3919478397368.729,3.3167678660311036e-13,-12.479
26,Iron (Fe),30,40,10,0.44,-3919478397369.589,1.1225983546566812e-13,-12.95
26,Iron (Fe),30,41,11,0.394,-3919478397369.635,1.0052357993971191e-13,-12.998
26,Iron (Fe),30,42,12,0.187,-3919478397369.842,4.771043007290895e-14,-13.321
26,Iron (Fe),30,43,13,0.109,-3919478397369.92,2.780982287672233e-14,-13.556
26,Iron (Fe),30,44,14,0.094,-3919478397369.9346,2.3982783031301827e-14,-13.62
27,Cobalt (Co),32,23,-9,0.044,-7559312.923921821,5.820634783440686e-09,-8.235
27,Cobalt (Co),32,24,-8,0.06,-7559312.907921821,7.93722925014639e-09,-8.1
27,Cobalt (Co),32,25,-7,0.115,-7559312.85292182,1.521302272944725e-08,-7.818
27,Cobalt (Co),32,26,-6,0.242,-7559312.725921821,3.201349130892377e-08,-7.495
27,Cobalt (Co),32,27,-5,0.193,-7559312.7749218205,2.5531420754637558e-08,-7.593
27,Cobalt (Co),32,28,-4,63108.0,-7496204.9679218205,0.008348377725303974,-2.078
27,Cobalt (Co),32,33,1,166235716.8,158676403.8320782,21.990849896733533,1.342
27,Cobalt (Co),32,34,2,5940.0,-7553372.9679218205,0.0007857856957644927,-3.105
27,Cobalt (Co),32,35,3,90.0,-7559222.9679218205,1.1905843875219586e-05,-4.924
27,Cobalt (Co),32,36,4,26.9,-7559286.06792182,3.558524447148965e-06,-5.449
27,Cobalt (Co),32,37,5,0.3,-7559312.667921821,3.968614625073195e-08,-7.401
27,Cobalt (Co),32,38,6,1.2,-7559311.76792182,1.587445850029278e-07,-6.799
27,Cobalt (Co),32,39,7,0.18,-7559312.787921821,2.381168775043917e-08,-7.623
27,Cobalt (Co),32,40,8,0.425,-7559312.542921821,5.6222040521870265e-08,-7.25
27,Cobalt (Co),32,41,9,0.199,-7559312.76892182,2.6325143679652198e-08,-7.58
27,Cobalt (Co),32,42,10,0.227,-7559312.7409218205,3.002918399638718e-08,-7.522
27,Cobalt (Co),32,43,11,0.119,-7559312.8489218205,1.5742171346123673e-08,-7.803
27,Cobalt (Co),32,44,12,0.097,-7559312.87092182,1.2831853954403333e-08,-7.892
27,Cobalt (Co),32,45,13,0.062,-7559312.905921821,8.201803558484604e-09,-8.086
27,Cobalt (Co),32,46,14,0.041,-7559312.92692182,5.423773320933367e-09,-8.266
27,Cobalt (Co),32,47,15,0.05,-7559312.917921821,6.6143577084553265e-09,-8.18
27,Cobalt (Co),32,48,16,0.04,-7559312.92792182,5.2914861667642605e-09,-8.276
28,Nickel (Ni),31,21,-10,0.013,-104480290789.93237,1.2442538110978392e-13,-12.905
28,Nickel (Ni),31,22,-9,0.009,-104480290789.93637,8.614064846061963e-14,-13.065
28,Nickel (Ni),31,24,-7,0.038,-104480290789.90738,3.6370496016706067e-13,-12.439
28,Nickel (Ni),31,25,-6,0.045,-104480290789.90038,4.3070324230309816e-13,-12.366
28,Nickel (Ni),31,26,-5,0.104,-104480290789.84137,9.954030488782713e-13,-12.002
28,Nickel (Ni),31,27,-4,0.205,-104480290789.74037,1.9620925482696695e-12,-11.707
28,Nickel (Ni),31,29,-2,128160.0,-104480162629.94537,1.2266428340792236e-06,-5.911
28,Nickel (Ni),31,31,0,2399889600000.0,2295409309210.0547,22.969782930877454,1.361
28,Nickel (Ni),31,35,4,3156753600.0,-101323537189.94537,0.03021386690382172,-1.52
28,Nickel (Ni),31,37,6,9061.92,-104480281728.02538,8.67332961220287e-08,-7.062
28,Nickel (Ni),31,38,7,196560.0,-104480094229.94537,1.8813117623799328e-06,-5.726
28,Nickel (Ni),31,39,8,21.0,-104480290768.94537,2.009948464081125e-10,-9.697
28,Nickel (Ni),31,40,9,29.0,-104480290760.94537,2.775643117064411e-10,-9.557
28,Nickel (Ni),31,41,10,11.5,-104480290778.44537,1.1006860636634732e-10,-9.958
28,Nickel (Ni),31,42,11,6.0,-104480290783.94537,5.7427098973746426e-11,-10.241
28,Nickel (Ni),31,43,12,2.56,-104480290787.38538,2.450222889546514e-11,-10.611
28,Nickel (Ni),31,44,13,1.57,-104480290788.37537,1.502675756479698e-11,-10.823
28,Nickel (Ni),31,45,14,0.84,-104480290789.10538,8.0397938563245e-12,-11.095
28,Nickel (Ni),31,46,15,0.68,-104480290789.26538,6.508404550357929e-12,-11.187
28,Nickel (Ni),31,47,16,0.6,-104480290789.34537,5.7427098973746424e-12,-11.241
28,Nickel (Ni),31,48,17,470.0,-104480290319.94537,4.498456086276803e-09,-8.347
28,Nickel (Ni),31,51,20,0.043,-104480290789.90237,4.11560875978516e-13,-12.386
28,Nickel (Ni),31,52,21,242.617,-104480290547.32837,2.3221317452855725e-09,-8.634
29,Copper (Cu),35,26,-9,0.04,-11790.908804166664,3.3924326756354733e-06,-5.469
29,Copper (Cu),35,27,-8,0.093,-11790.855804166664,7.887405970852475e-06,-5.103
29,Copper (Cu),35,28,-7,0.196,-11790.752804166665,1.662292011061382e-05,-4.779
29,Copper (Cu),35,29,-6,3.204,-11787.744804166665,0.0002717338573184014,-3.566
29,Copper (Cu),35,30,-5,81.5,-11709.448804166665,0.006912081576607276,-2.16
29,Copper (Cu),35,31,-4,1422.0,-10368.948804166665,0.12060098161884107,-0.919
29,Copper (Cu),35,32,-3,11998.8,207.8511958333347,1.0176280297103728,0.008
29,Copper (Cu),35,33,-2,580.38,-11210.568804166665,0.0492225019071329,-1.308
29,Copper (Cu),35,35,0,45720.0,33929.05119583334,3.877550548251346,0.589
29,Copper (Cu),35,37,2,307.2,-11483.748804166664,0.026053882948880433,-1.584
29,Copper (Cu),35,38,3,222588.0,210797.05119583334,18.877870110108717,1.276
29,Copper (Cu),35,39,4,31.1,-11759.848804166664,0.0026376164053065806,-2.579
29,Copper (Cu),35,40,5,171.0,-11619.948804166665,0.014502649688341647,-1.839
29,Copper (Cu),35,41,6,44.5,-11746.448804166665,0.003774081351644464,-2.423
29,Copper (Cu),35,42,7,19.4,-11771.548804166665,0.0016453298476832043,-2.784
29,Copper (Cu),35,43,8,6.6,-11784.348804166664,0.000559751391479853,-3.252
29,Copper (Cu),35,44,9,4.2,-11786.748804166664,0.0003562054309417247,-3.448
29,Copper (Cu),35,45,10,1.594,-11789.354804166665,0.0001351884421240736,-3.869
29,Copper (Cu),35,46,11,1.224,-11789.724804166664,0.00010380843987444548,-3.984
29,Copper (Cu),35,47,12,0.641,-11790.307804166665,5.4363733627058457e-05,-4.265
29,Copper (Cu),35,48,13,0.469,-11790.479804166665,3.977627312182592e-05,-4.4
29,Copper (Cu),35,49,14,0.342,-11790.606804166664,2.9005299376683296e-05,-4.538
29,Copper (Cu),35,50,15,0.188,-11790.760804166664,1.5944433575486723e-05,-4.797
29,Copper (Cu),35,51,16,0.1,-11790.848804166664,8.481081689088683e-06,-5.072
30,Zinc (Zn),35,25,-10,0.02,-8611.714166666667,2.3224126073716667e-06,-5.634
30,Zinc (Zn),35,26,-9,0.036,-8611.698166666667,4.180342693268999e-06,-5.379
30,Zinc (Zn),35,27,-8,0.038,-8611.696166666667,4.412583954006166e-06,-5.355
30,Zinc (Zn),35,28,-7,0.084,-8611.650166666666,9.754132950961e-06,-5.011
30,Zinc (Zn),35,29,-6,0.182,-8611.552166666666,2.1133954727082164e-05,-4.675
30,Zinc (Zn),35,30,-5,142.8,-8468.934166666668,0.0165820260166337,-1.78
30,Zinc (Zn),35,31,-4,89.1,-8522.634166666667,0.010346348165840773,-1.985
30,Zinc (Zn),35,32,-3,33069.6,24457.86583333333,3.840062798036903,0.584
30,Zinc (Zn),35,33,-2,2308.2,-6303.534166666667,0.268029639016764,-0.572
30,Zinc (Zn),35,39,4,3384.0,-5227.734166666667,0.39295221316728596,-0.406
30,Zinc (Zn),35,40,5,stable,stable,stable,stable
30,Zinc (Zn),35,41,6,147.0,-8464.734166666667,0.01706973266418175,-1.768
30,Zinc (Zn),35,42,7,167400.0,158788.26583333334,19.43859352370085,1.289
30,Zinc (Zn),35,43,8,23.5,-8588.234166666667,0.002728834813661708,-2.564
30,Zinc (Zn),35,44,9,95.6,-8516.134166666667,0.011101132263236566,-1.955
30,Zinc (Zn),35,45,10,10.2,-8601.534166666666,0.0011844304297595498,-2.926
30,Zinc (Zn),35,46,11,5.7,-8606.034166666666,0.0006618875931009249,-3.179
30,Zinc (Zn),35,47,12,2.08,-8609.654166666667,0.00024153091116665333,-3.617
30,Zinc (Zn),35,48,13,1.47,-8610.264166666668,0.0001706973266418175,-3.768
30,Zinc (Zn),35,49,14,0.995,-8610.739166666666,0.00011554002721674041,-3.937
30,Zinc (Zn),35,50,15,0.545,-8611.189166666667,6.328574355087792e-05,-4.199
30,Zinc (Zn),35,51,16,0.29,-8611.444166666666,3.3674982806889165e-05,-4.473
30,Zinc (Zn),35,52,17,0.1,-8611.634166666667,1.1612063036858333e-05,-4.935
30,Zinc (Zn),35,53,18,0.08,-8611.654166666667,9.289650429486667e-06,-5.032
31,Gallium (Ga),39,29,-10,0.07,-4562.6923825,1.5341583482076058e-05,-4.814
31,Gallium (Ga),39,30,-9,0.168,-4562.5943825,3.681980035698254e-05,-4.434
31,Gallium (Ga),39,31,-8,0.116,-4562.6463825,2.5423195484583182e-05,-4.595
31,Gallium (Ga),39,32,-7,32.4,-4530.3623825,0.007100961497418061,-2.149
31,Gallium (Ga),39,33,-6,157.62,-4405.1423825,0.034544862692068974,-1.462
31,Gallium (Ga),39,34,-5,912.0,-3650.7623825,0.1998789162236195,-0.699
31,Gallium (Ga),39,35,-4,34164.0,29601.2376175,7.487569401166378,0.874
31,Gallium (Ga),39,37,-2,4062.6,-500.16238250000015,0.8903816722040313,-0.05
31,Gallium (Ga),39,39,0,1268.4,-3294.3623825,0.27798949269521817,-0.556
31,Gallium (Ga),39,41,2,50742.0,46179.2376175,11.120894700678619,1.046
31,Gallium (Ga),39,42,3,17496.0,12933.237617499999,3.834519208605753,0.584
31,Gallium (Ga),39,43,4,487.2,-4075.5623825000002,0.10677742103524936,-0.972
31,Gallium (Ga),39,44,5,126.0,-4436.7623825,0.027614850267736905,-1.559
31,Gallium (Ga),39,45,6,32.6,-4530.1623825,0.007144794593081136,-2.146
31,Gallium (Ga),39,46,7,13.2,-4549.5623825,0.0028929843137629136,-2.539
31,Gallium (Ga),39,47,8,5.09,-4557.6723825,0.0011155522846252447,-2.953
31,Gallium (Ga),39,48,9,2.847,-4559.9153825,0.0006239641167638648,-3.205
31,Gallium (Ga),39,49,10,1.697,-4561.0653825,0.00037192381670118674,-3.43
31,Gallium (Ga),39,50,11,1.217,-4561.5453825,0.00026672438710980805,-3.574
31,Gallium (Ga),39,51,12,0.599,-4562.1633825,0.00013128012151090797,-3.882
31,Gallium (Ga),39,52,13,0.308,-4562.4543825,6.750296732113466e-05,-4.171
31,Gallium (Ga),39,53,14,0.085,-4562.6773825,1.8629065656806642e-05,-4.73
31,Gallium (Ga),39,54,15,0.05,-4562.7123825,1.0958273915768613e-05,-4.96
31,Gallium (Ga),39,55,16,0.03,-4562.7323825,6.574964349461167e-06,-5.182
32,Germanium (Ge),41,28,-13,0.03,-10046.7621,2.9860277490961514e-06,-5.525
32,Germanium (Ge),41,29,-12,0.039,-10046.7531,3.881836073824997e-06,-5.411
32,Germanium (Ge),41,30,-11,0.129,-10046.6631,1.2839919321113452e-05,-4.891
32,Germanium (Ge),41,31,-10,0.142,-10046.6501,1.4133864679055116e-05,-4.85
32,Germanium (Ge),41,32,-9,63.7,-9983.0921,0.006340332253914162,-2.198
32,Germanium (Ge),41,33,-8,30.9,-10015.892100000001,0.003075608581569036,-2.512
32,Germanium (Ge),41,34,-7,8136.0,-1910.7921000000006,0.8098107255548763,-0.092
32,Germanium (Ge),41,35,-6,1134.0,-8912.7921,0.11287184891583453,-0.947
32,Germanium (Ge),41,37,-4,140580.0,130533.2079,13.992526032264566,1.146
32,Germanium (Ge),41,43,2,4966.8,-5079.9921,0.49436675414035886,-0.306
32,Germanium (Ge),41,45,4,40680.0,30633.2079,4.049053627774382,0.607
32,Germanium (Ge),41,46,5,5280.0,-4766.792100000001,0.5255408838409227,-0.279
32,Germanium (Ge),41,47,6,18.98,-10027.812100000001,0.001889160222594832,-2.724
32,Germanium (Ge),41,48,7,29.5,-10017.2921,0.0029362606199445493,-2.532
32,Germanium (Ge),41,49,8,7.6,-10039.1921,0.0007564603631043584,-3.121
32,Germanium (Ge),41,50,9,4.55,-10042.242100000001,0.000452880875279583,-3.344
32,Germanium (Ge),41,51,10,1.85,-10044.9421,0.00018413837786092937,-3.735
32,Germanium (Ge),41,52,11,0.947,-10045.8451,9.425894261313519e-05,-4.026
32,Germanium (Ge),41,53,12,0.535,-10046.2571,5.3250828192214705e-05,-4.274
32,Germanium (Ge),41,55,14,0.14,-10046.652100000001,1.3934796162448708e-05,-4.856
33,Arsenic (As),42,31,-11,0.04,-23936.4375885,1.6710896518549383e-06,-5.777
33,Arsenic (As),42,32,-10,0.17,-23936.307588500003,7.102131020383488e-06,-5.149
33,Arsenic (As),42,33,-9,0.096,-23936.3815885,4.010615164451852e-06,-5.397
33,Arsenic (As),42,34,-8,42.5,-23893.9775885,0.001775532755095872,-2.751
33,Arsenic (As),42,35,-7,151.6,-23784.877588500003,0.006333429780530216,-2.198
33,Arsenic (As),42,36,-6,912.0,-23024.4775885,0.03810084406229259,-1.419
33,Arsenic (As),42,37,-5,3156.0,-20780.4775885,0.13184897353135464,-0.88
33,Arsenic (As),42,38,-4,235008.0,211071.5224115,9.817985922578133,0.992
33,Arsenic (As),42,39,-3,93600.0,69663.5224115,3.9103497853405553,0.592
33,Arsenic (As),42,44,2,139788.0,115851.5224115,5.839957006337452,0.766
33,Arsenic (As),42,45,3,5442.0,-18494.4775885,0.22735174713486436,-0.643
33,Arsenic (As),42,46,4,540.6,-23395.877588500003,0.02258477664481949,-1.646
33,Arsenic (As),42,47,5,15.2,-23921.2775885,0.0006350140677048765,-3.197
33,Arsenic (As),42,48,6,33.3,-23903.177588500002,0.001391182135169236,-2.857
33,Arsenic (As),42,49,7,19.1,-23917.377588500003,0.0007979453087607331,-3.098
33,Arsenic (As),42,50,8,13.4,-23923.0775885,0.0005598150333714043,-3.252
33,Arsenic (As),42,51,9,4.02,-23932.4575885,0.00016794451001142128,-3.775
33,Arsenic (As),42,52,10,2.021,-23934.4565885,8.443180465997075e-05,-4.073
33,Arsenic (As),42,53,11,0.945,-23935.532588500002,3.9479493025072915e-05,-4.404
33,Arsenic (As),42,54,12,0.56,-23935.9175885,2.3395255125969137e-05,-4.631
34,Selenium (Se),45,32,-13,0.033,-1.3313676521739177e+26,2.478654182870982e-28,-27.606
34,Selenium (Se),45,33,-12,0.133,-1.3313676521739177e+26,9.9897274642982e-28,-27.0
34,Selenium (Se),45,34,-11,35.5,-1.3313676521739177e+26,2.666431014906663e-25,-24.574
34,Selenium (Se),45,35,-10,27.4,-1.3313676521739177e+26,2.0580340791110579e-25,-24.687
34,Selenium (Se),45,36,-9,2466.0,-1.3313676521739177e+26,1.852230671199952e-23,-22.732
34,Selenium (Se),45,37,-8,284.4,-1.3313676521739177e+26,2.1361492412379007e-24,-23.67
34,Selenium (Se),45,39,-6,25740.0,-1.3313676521739177e+26,1.933350262639366e-22,-21.714
34,Selenium (Se),45,45,0,10315425600000.0,-1.3313676521738146e+26,7.747991761071034e-14,-13.111
34,Selenium (Se),45,46,1,stable,stable,stable,stable
34,Selenium (Se),45,47,2,1107.0,-1.3313676521739177e+26,8.314758122539932e-24,-23.08
34,Selenium (Se),45,48,3,3.0621456e+27,2.9290088347826084e+27,22.999999999999922,1.362
34,Selenium (Se),45,49,4,1338.0,-1.3313676521739177e+26,1.0049816050549619e-23,-22.998
34,Selenium (Se),45,50,5,186.0,-1.3313676521739177e+26,1.3970596303454626e-24,-23.855
34,Selenium (Se),45,51,6,31.7,-1.3313676521739177e+26,2.3810102302124285e-25,-24.623
34,Selenium (Se),45,52,7,15.3,-1.3313676521739177e+26,1.1491942120583644e-25,-24.94
34,Selenium (Se),45,53,8,5.5,-1.3313676521739177e+26,4.13109030478497e-26,-25.384
34,Selenium (Se),45,54,9,1.53,-1.3313676521739177e+26,1.1491942120583644e-26,-25.94
34,Selenium (Se),45,55,10,0.41,-1.3313676521739177e+26,3.0795400453851595e-27,-26.512
34,Selenium (Se),45,56,11,0.3,-1.3313676521739177e+26,2.2533219844281654e-27,-26.647
34,Selenium (Se),45,57,12,0.27,-1.3313676521739177e+26,2.027989785985349e-27,-26.693
34,Selenium (Se),45,58,13,0.1,-1.3313676521739177e+26,7.511073281427219e-28,-27.124
34,Selenium (Se),45,59,14,0.05,-1.3313676521739177e+26,3.7555366407136094e-28,-27.425
34,Selenium (Se),45,60,15,0.02,-1.3313676521739177e+26,1.5022146562854437e-28,-27.823
35,Bromine (Br),45,33,-12,0.0,-15207.39870740926,0.0,0
35,Bromine (Br),45,35,-10,0.079,-15207.31970740926,5.194839796073084e-06,-5.284
35,Bromine (Br),45,36,-9,21.4,-15185.99870740926,0.001407209767543848,-2.852
35,Bromine (Br),45,37,-8,78.6,-15128.79870740926,0.005168536809763853,-2.287
35,Bromine (Br),45,38,-7,204.0,-15003.39870740926,0.01341452301770771,-1.872
35,Bromine (Br),45,39,-6,1524.0,-13683.39870740926,0.10021437783816936,-0.999
